entity_id,type,unit,2026-02-28T23:00:00.000Z,2026-02-28T23:05:00.000Z,2026-02-28T23:10:00.000Z,2026-02-28T23:15:00.000Z,2026-02-28T23:20:00.000Z,2026-02-28T23:25:00.000Z,2026-02-28T23:30:00.000Z,2026-02-28T23:35:00.000Z,2026-02-28T23:40:00.000Z,2026-02-28T23:45:00.000Z,2026-02-28T23:50:00.000Z,2026-02-28T23:55:00.000Z,2026-03-01T00:00:00.000Z,2026-03-01T00:05:00.000Z,2026-03-01T00:10:00.000Z,2026-03-01T00:15:00.000Z,2026-03-01T00:20:00.000Z,2026-03-01T00:25:00.000Z,2026-03-01T00:30:00.000Z,2026-03-01T00:35:00.000Z,2026-03-01T00:40:00.000Z,2026-03-01T00:45:00.000Z,2026-03-01T00:50:00.000Z,2026-03-01T00:55:00.000Z,2026-03-01T01:00:00.000Z,2026-03-01T01:05:00.000Z,2026-03-01T01:10:00.000Z,2026-03-01T01:15:00.000Z,2026-03-01T01:20:00.000Z,2026-03-01T01:25:00.000Z,2026-03-01T01:30:00.000Z,2026-03-01T01:35:00.000Z,2026-03-01T01:40:00.000Z,2026-03-01T01:45:00.000Z,2026-03-01T01:50:00.000Z,2026-03-01T01:55:00.000Z,2026-03-01T02:00:00.000Z,2026-03-01T02:05:00.000Z,2026-03-01T02:10:00.000Z,2026-03-01T02:15:00.000Z,2026-03-01T02:20:00.000Z,2026-03-01T02:25:00.000Z,2026-03-01T02:30:00.000Z,2026-03-01T02:35:00.000Z,2026-03-01T02:40:00.000Z,2026-03-01T02:45:00.000Z,2026-03-01T02:50:00.000Z,2026-03-01T02:55:00.000Z,2026-03-01T03:00:00.000Z,2026-03-01T03:05:00.000Z,2026-03-01T03:10:00.000Z,2026-03-01T03:15:00.000Z,2026-03-01T03:20:00.000Z,2026-03-01T03:25:00.000Z,2026-03-01T03:30:00.000Z,2026-03-01T03:35:00.000Z,2026-03-01T03:40:00.000Z,2026-03-01T03:45:00.000Z,2026-03-01T03:50:00.000Z,2026-03-01T03:55:00.000Z,2026-03-01T04:00:00.000Z,2026-03-01T04:05:00.000Z,2026-03-01T04:10:00.000Z,2026-03-01T04:15:00.000Z,2026-03-01T04:20:00.000Z,2026-03-01T04:25:00.000Z,2026-03-01T04:30:00.000Z,2026-03-01T04:35:00.000Z,2026-03-01T04:40:00.000Z,2026-03-01T04:45:00.000Z,2026-03-01T04:50:00.000Z,2026-03-01T04:55:00.000Z,2026-03-01T05:00:00.000Z,2026-03-01T05:05:00.000Z,2026-03-01T05:10:00.000Z,2026-03-01T05:15:00.000Z,2026-03-01T05:20:00.000Z,2026-03-01T05:25:00.000Z,2026-03-01T05:30:00.000Z,2026-03-01T05:35:00.000Z,2026-03-01T05:40:00.000Z,2026-03-01T05:45:00.000Z,2026-03-01T05:50:00.000Z,2026-03-01T05:55:00.000Z,2026-03-01T06:00:00.000Z,2026-03-01T06:05:00.000Z,2026-03-01T06:10:00.000Z,2026-03-01T06:15:00.000Z,2026-03-01T06:20:00.000Z,2026-03-01T06:25:00.000Z,2026-03-01T06:30:00.000Z,2026-03-01T06:35:00.000Z,2026-03-01T06:40:00.000Z,2026-03-01T06:45:00.000Z,2026-03-01T06:50:00.000Z,2026-03-01T06:55:00.000Z,2026-03-01T07:00:00.000Z,2026-03-01T07:05:00.000Z,2026-03-01T07:10:00.000Z,2026-03-01T07:15:00.000Z,2026-03-01T07:20:00.000Z,2026-03-01T07:25:00.000Z,2026-03-01T07:30:00.000Z,2026-03-01T07:35:00.000Z,2026-03-01T07:40:00.000Z,2026-03-01T07:45:00.000Z,2026-03-01T07:50:00.000Z,2026-03-01T07:55:00.000Z,2026-03-01T08:00:00.000Z,2026-03-01T08:05:00.000Z,2026-03-01T08:10:00.000Z,2026-03-01T08:15:00.000Z,2026-03-01T08:20:00.000Z,2026-03-01T08:25:00.000Z,2026-03-01T08:30:00.000Z,2026-03-01T08:35:00.000Z,2026-03-01T08:40:00.000Z,2026-03-01T08:45:00.000Z,2026-03-01T08:50:00.000Z,2026-03-01T08:55:00.000Z,2026-03-01T09:00:00.000Z,2026-03-01T09:05:00.000Z,2026-03-01T09:10:00.000Z,2026-03-01T09:15:00.000Z,2026-03-01T09:20:00.000Z,2026-03-01T09:25:00.000Z,2026-03-01T09:30:00.000Z,2026-03-01T09:35:00.000Z,2026-03-01T09:40:00.000Z,2026-03-01T09:45:00.000Z,2026-03-01T09:50:00.000Z,2026-03-01T09:55:00.000Z,2026-03-01T10:00:00.000Z,2026-03-01T10:05:00.000Z,2026-03-01T10:10:00.000Z,2026-03-01T10:15:00.000Z,2026-03-01T10:20:00.000Z,2026-03-01T10:25:00.000Z,2026-03-01T10:30:00.000Z,2026-03-01T10:35:00.000Z,2026-03-01T10:40:00.000Z,2026-03-01T10:45:00.000Z,2026-03-01T10:50:00.000Z,2026-03-01T10:55:00.000Z,2026-03-01T11:00:00.000Z,2026-03-01T11:05:00.000Z,2026-03-01T11:10:00.000Z,2026-03-01T11:15:00.000Z,2026-03-01T11:20:00.000Z,2026-03-01T11:25:00.000Z,2026-03-01T11:30:00.000Z,2026-03-01T11:35:00.000Z,2026-03-01T11:40:00.000Z,2026-03-01T11:45:00.000Z,2026-03-01T11:50:00.000Z,2026-03-01T11:55:00.000Z,2026-03-01T12:00:00.000Z,2026-03-01T12:05:00.000Z,2026-03-01T12:10:00.000Z,2026-03-01T12:15:00.000Z,2026-03-01T12:20:00.000Z,2026-03-01T12:25:00.000Z,2026-03-01T12:30:00.000Z,2026-03-01T12:35:00.000Z,2026-03-01T12:40:00.000Z,2026-03-01T12:45:00.000Z,2026-03-01T12:50:00.000Z,2026-03-01T12:55:00.000Z,2026-03-01T13:00:00.000Z,2026-03-01T13:05:00.000Z,2026-03-01T13:10:00.000Z,2026-03-01T13:15:00.000Z,2026-03-01T13:20:00.000Z,2026-03-01T13:25:00.000Z,2026-03-01T13:30:00.000Z,2026-03-01T13:35:00.000Z,2026-03-01T13:40:00.000Z,2026-03-01T13:45:23.599Z
sensor.lounge_spot_center_up_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.lounge_spot_left_up_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.lounge_spot_left_down_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.lounge_spot_right_down_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.lounge_spot_right_up_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.master_bedroom_bed_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.010000000000000231,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.master_bedroom_entrance_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.009999999999999787,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.master_bedroom_tv_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.010000000000000231,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.terrace_border_left_1_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.terrace_border_left_2_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.terrace_border_right_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.living_room_jars_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.hallway_0_ceiling_closet_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.hallway_0_ceiling_door_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.hallway_0_ceiling_stairs_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.hallway_0_mirror_left_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.hallway_0_mirror_right_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.office_electric_heater_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,calculated_consumed_grid,kWh,0.26499999999987267,,,,,,,,,,,,0.27500000000009095,,,,,,,,,,,,0.28900000000021464,,,,,,,,,,,,0.26399999999966894,,,,,,,,,,,,0.2760000000002947,,,,,,,,,,,,0.32600000000002183,,,,,,,,,,,,1.288000000000011,,,,,,,,,,,,2.8159999999998035,,,,,,,,,,,,0.843000000000302,,,,,,,,,,,,0.31699999999955253,,,,,,,,,,,,0.24200000000018917,,,,,,,,,,,,0.04899999999997817,,,,,,,,,,,,0.13000000000010914,,,,,,,,,,,,0.25700000000006185,,,,,,,,,,,,,,,,,,,,,
,calculated_consumed_solar,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.010000000000104592,,,,,,,,,,,,0.38599999999996726,,,,,,,,,,,,2.210999999999899,,,,,,,,,,,,1.4699999999999136,,,,,,,,,,,,3.3200000000001637,,,,,,,,,,,,1.9779999999999518,,,,,,,,,,,,2.1389999999998963,,,,,,,,,,,,,,,,,,,,,
,calculated_solar_to_grid,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.13999999999998636,,,,,,,,,,,,0.3790000000000191,,,,,,,,,,,,0.6320000000000618,,,,,,,,,,,,0.8399999999999181,,,,,,,,,,,,1.7830000000000155,,,,,,,,,,,,1.1820000000000164,,,,,,,,,,,,,,,,,,,,,
,calculated_total_consumption,kWh,0.26499999999987267,,,,,,,,,,,,0.27500000000009095,,,,,,,,,,,,0.28900000000021464,,,,,,,,,,,,0.26399999999966894,,,,,,,,,,,,0.2760000000002947,,,,,,,,,,,,0.32600000000002183,,,,,,,,,,,,1.288000000000011,,,,,,,,,,,,2.825999999999908,,,,,,,,,,,,1.2290000000002692,,,,,,,,,,,,2.5279999999994516,,,,,,,,,,,,1.7120000000001028,,,,,,,,,,,,3.369000000000142,,,,,,,,,,,,2.108000000000061,,,,,,,,,,,,2.395999999999958,,,,,,,,,,,,,,,,,,,,,
